  STREAM OBSERVATION OUTPUT
    TIME      SFR-NODE  SFR-CONCENTRATION    FLOWGW          GW-CONC
    16560.00        105        5.089741          -0.1409948E-09       -161.8984    
    16560.00        281       -6.493242          -0.4507247E-05       -161.8948    
    16560.00        433       -10.74749          -0.1966236E-05       -161.8975    
    16560.00        619       -14.47885          -0.2135142E-05       -161.8992    
    16740.00         38        4.280829          -0.1650000E-09       -163.6999    
    16740.00        105        2.301055          -0.1409948E-09       -163.6983    
    16740.00        281       -6.208573          -0.4507247E-05       -163.6946    
    16740.00        433       -8.925384          -0.1966236E-05       -163.6974    
    16740.00        619       -14.02168          -0.2135142E-05       -163.6992    
    16920.00         38        3.142480          -0.1650000E-09       -165.4999    
    16920.00        105        5.106721          -0.1409948E-09       -165.4983    
    16920.00        281       -6.776676          -0.4507247E-05       -165.4944    
    16920.00        433       -11.03868          -0.1966236E-05       -165.4973    
    16920.00        619       -14.78724          -0.2135142E-05       -165.4991    
    17100.00         38        4.234061          -0.1650000E-09       -167.2999    
    17100.00        105        2.285255          -0.1409948E-09       -167.2982    
    17100.00        281       -6.359292          -0.4507247E-05       -167.2942    
    17100.00        433       -9.219263          -0.1966236E-05       -167.2972    
    17100.00        619       -14.48489          -0.2135142E-05       -167.2991    
    17280.00         38        3.188877          -0.1650000E-09       -169.1000    
    17280.00        105        5.121344          -0.1409948E-09       -169.0982    
    17280.00        281       -7.057736          -0.4507247E-05       -169.0940    
    17280.00        433       -11.32428          -0.1966236E-05       -169.0971    
    17280.00        619       -15.09524          -0.2135142E-05       -169.0991    
    17460.00         38        4.188027          -0.1650000E-09       -170.9000    
    17460.00        105        2.271773          -0.1409948E-09       -170.8981    
    17460.00        281       -6.512452          -0.4507247E-05       -170.8938    
    17460.00        433       -9.518594          -0.1966236E-05       -170.8970    
    17460.00        619       -14.94817          -0.2135142E-05       -170.8990    
    17640.00         38        3.234544          -0.1650000E-09       -172.7000    
    17640.00        105        5.133687          -0.1409948E-09       -172.6981    
    17640.00        281       -7.336284          -0.4507247E-05       -172.6936    
    17640.00        433       -11.60456          -0.1966236E-05       -172.6969    
    17640.00        619       -15.40348          -0.2135142E-05       -172.6990    
    17820.00         38        4.142718          -0.1650000E-09       -174.5000    
    17820.00        105        2.260532          -0.1409948E-09       -174.4980    
    17820.00        281       -6.668182          -0.4507247E-05       -174.4934    
    17820.00        433       -9.823104          -0.1966236E-05       -174.4968    
    17820.00        619       -15.41091          -0.2135142E-05       -174.4990    
    18000.00         38        3.279488          -0.1650000E-09       -176.3001    
    18000.00        105        5.143827          -0.1409948E-09       -176.2979    
    18000.00        281       -7.612198          -0.4507247E-05       -176.2932    
    18000.00        433       -11.87980          -0.1966236E-05       -176.2967    
    18000.00        619       -15.71253          -0.2135142E-05       -176.2990    
    18180.00         38        4.098129          -0.1650000E-09       -178.1001    
    18180.00        105        2.251456          -0.1409948E-09       -178.0979    
    18180.00        281       -6.826597          -0.4507247E-05       -178.0930    
    18180.00        433       -10.13251          -0.1966236E-05       -178.0966    
    18180.00        619       -15.87256          -0.2135142E-05       -178.0990    
    18360.00         38        3.323717          -0.1650000E-09       -179.9001    
    18360.00        105        5.151839          -0.1409948E-09       -179.8978    
    18360.00        281       -7.885373          -0.4507247E-05       -179.8928    
    18360.00        433       -12.15029          -0.1966236E-05       -179.8965    
    18360.00        619       -16.02293          -0.2135142E-05       -179.8989    
    18540.00         38        4.054252          -0.1650000E-09       -181.7001    
    18540.00        105        2.244471          -0.1409948E-09       -181.6978    
    18540.00        281       -6.987791          -0.4507247E-05       -181.6926    
    18540.00        433       -10.44650          -0.1966236E-05       -181.6964    
    18540.00        619       -16.33260          -0.2135142E-05       -181.6989    
    18720.00         38        3.367237          -0.1650000E-09       -183.5001    
    18720.00        105        5.157796          -0.1409948E-09       -183.4977    
    18720.00        281       -8.155721          -0.4507247E-05       -183.4923    
    18720.00        433       -12.41633          -0.1966236E-05       -183.4963    
    18720.00        619       -16.33517          -0.2135142E-05       -183.4989    
    18900.00         38        4.011081          -0.1650000E-09       -185.3001    
    18900.00        105        2.239505          -0.1409948E-09       -185.2976    
    18900.00        281       -7.151847          -0.4507247E-05       -185.2921    
    18900.00        433       -10.76480          -0.1966236E-05       -185.2962    
    18900.00        619       -16.79055          -0.2135142E-05       -185.2988    
    19080.00         38        3.410054          -0.1650000E-09       -187.1001    
    19080.00        105        5.161771          -0.1409948E-09       -187.0975    
    19080.00        281       -8.423168          -0.4507247E-05       -187.0918    
    19080.00        433       -12.67821          -0.1966236E-05       -187.0961    
    19080.00        619       -16.64972          -0.2135142E-05       -187.0988    
    19260.00         38        3.968608          -0.1650000E-09       -188.9001    
    19260.00        105        2.236487          -0.1409948E-09       -188.8975    
    19260.00        281       -7.318831          -0.4507247E-05       -188.8916    
    19260.00        433       -11.08709          -0.1966236E-05       -188.8960    
    19260.00        619       -17.24599          -0.2135142E-05       -188.8987    
